Infinitive verb,English translation,Pronunciation,Pronouns,Present Simple Tense,Past Preterite Tense,Past Imperfect Tense,Conditional Tense,Future Simple Tense
recomendar,to recommend,rreh - koh - mehn - dahr,yo,recomiendo,recomendé,recomendaba,recomendaría,recomendaré
,,,tú,recomiendas,recomendaste,recomendabas,recomendarías,recomendarás
,,,él/ella/usted,recomienda,recomendó,recomendaba,recomendaría,recomendará
,,,nosotros,recomendamos,recomendamos,recomendábamos,recomendaríamos,recomendaremos
,,,vosotros,recomendáis,recomendasteis,recomendabais,recomendaríais,recomendaréis
,,,ellos/ellas/ustedes,recomiendan,recomendaron,recomendaban,recomendarían,recomendarán
recordar,to remember,rreh - kohrr - dahr,yo,recuerdo,recordé,recordaba,recordaría,recordaré
,,,tú,recuerdas,recordaste,recordabas,recordarías,recordarás
,,,él/ella/usted,recuerda,recordó,recordaba,recordaría,recordará
,,,nosotros,recordamos,recordamos,recordábamos,recordaríamos,recordaremos
,,,vosotros,recordáis,recordasteis,recordabais,recordaríais,recordaréis
,,,ellos/ellas/ustedes,recuerdan,recordaron,recordaban,recordarían,recordarán
regresar,to return,rreh - greh - sahr,yo,regreso,regresé,regresaba,regresaría,regresaré
,,,tú,regresas,regresaste,regresabas,regresarías,regresarás
,,,él/ella/usted,regresa,regresó,regresaba,regresaría,regresará
,,,nosotros,regresamos,regresamos,regresábamos,regresaríamos,regresaremos
,,,vosotros,regresáis,regresasteis,regresabais,regresaríais,regresaréis
,,,ellos/ellas/ustedes,regresan,regresaron,regresaban,regresarían,regresarán
reír,to laugh,rreh - eerr,yo,río,reí,reía,reiría,reiré
,,,tú,ríes,reíste,reías,reirías,reirás
,,,él/ella/usted,ríe,rio,reía,reiría,reirá
,,,nosotros,reímos,reímos,reíamos,reiríamos,reiremos
,,,vosotros,reís,reísteis,reíais,reiríais,reiréis
,,,ellos/ellas/ustedes,ríen,rieron,reían,reirían,reirán
repetir,to repeat,rreh - peh - teer,yo,repito,repetí,repetía,repetiría,repetiré
,,,tú,repites,repetiste,repetías,repetirías,repetirás
,,,él/ella/usted,repite,repitió,repetía,repetiría,repetirá
,,,nosotros,repetimos,repetimos,repetíamos,repetiríamos,repetiremos
,,,vosotros,repetís,repetisteis,repetíais,repetiríais,repetiréis
,,,ellos/ellas/ustedes,repiten,repitieron,repetían,repetirían,repetirán
resolver,to resolve,rreh - sohl - behr,yo,resuelvo,resolví,resolvía,resolvería,resolveré
,,,tú,resuelves,resolviste,resolvías,resolverías,resolverás
,,,él/ella/usted,resuelve,resolvió,resolvía,resolvería,resolverá
,,,nosotros,resolvemos,resolvimos,resolvíamos,resolveríamos,resolveremos
,,,vosotros,resolvéis,resolvisteis,resolvíais,resolveríais,resolveréis
,,,ellos/ellas/ustedes,resuelven,resolvieron,resolvían,resolverían,resolverán
responder,to answer,rrehs - pohn - dehr,yo,respondo,respondí,respondía,respondería,responderé
,,,tú,respondes,respondiste,respondías,responderías,responderás
,,,él/ella/usted,responde,respondió,respondía,respondería,responderá
,,,nosotros,respondemos,respondimos,respondíamos,responderíamos,responderemos
,,,vosotros,respondéis,respondisteis,respondíais,responderíais,responderéis
,,,ellos/ellas/ustedes,responden,respondieron,respondían,responderían,responderán
reunirse,to get together,rreyoo - neer - seh,yo,me reúno,me reuní,me reunía,me reuniría,me reuniré
,,,tú,te reúnes,te reuniste,te reunías,te reunirías,te reunirás
,,,él/ella/usted,se reúne,se reunió,se reunía,se reuniría,se reunirá
,,,nosotros,nos reunimos,nos reunimos,nos reuníamos,nos reuniríamos,nos reuniremos
,,,vosotros,os reunís,os reunisteis,os reuníais,os reuniríais,os reuniréis
,,,ellos/ellas/ustedes,se reúnen,se reunieron,se reunían,se reunirían,se reunirán
revisar,to review,rreh - bee - sahr,yo,reviso,revisé,revisaba,revisaría,revisaré
,,,tú,revisas,revisaste,revisabas,revisarías,revisarás
,,,él/ella/usted,revisa,revisó,revisaba,revisaría,revisará
,,,nosotros,revisamos,revisamos,revisábamos,revisaríamos,revisaremos
,,,vosotros,revisáis,revisasteis,revisabais,revisaríais,revisaréis
,,,ellos/ellas/ustedes,revisan,revisaron,revisaban,revisarían,revisarán
romper,to break,rrohm - pehr,yo,rompo,rompí,rompía,rompería,romperé
,,,tú,rompes,rompiste,rompías,romperías,romperás
,,,él/ella/usted,rompe,rompió,rompía,rompería,romperá
,,,nosotros,rompemos,rompimos,rompíamos,romperíamos,romperemos
,,,vosotros,rompéis,rompisteis,rompíais,romperíais,romperéis
,,,ellos/ellas/ustedes,rompen,rompieron,rompían,romperían,romperán
saber,to know (things),sah - behr,yo,sé,supe,sabía,sabría,sabré
,,,tú,sabes,supiste,sabías,sabrías,sabrás
,,,él/ella/usted,sabe,supo,sabía,sabría,sabrá
,,,nosotros,sabemos,supimos,sabíamos,sabríamos,sabremos
,,,vosotros,sabéis,supisteis,sabíais,sabríais,sabréis
,,,ellos/ellas/ustedes,saben,supieron,sabían,sabrían,sabrán
sacar,to take out,sah - kahr,yo,saco,saqué,sacaba,sacaría,sacaré
,,,tú,sacas,sacaste,sacabas,sacarías,sacarás
,,,él/ella/usted,saca,sacó,sacaba,sacaría,sacará
,,,nosotros,sacamos,sacamos,sacábamos,sacaríamos,sacaremos
,,,vosotros,sacáis,sacasteis,sacabais,sacaríais,sacaréis
,,,ellos/ellas/ustedes,sacan,sacaron,sacaban,sacarían,sacarán
salir,to go out or to leave,sah - leer,yo,salgo,salí,salía,saldría,saldré
,,,tú,sales,saliste,salías,saldrías,saldrás
,,,él/ella/usted,sale,salió,salía,saldría,saldrá
,,,nosotros,salimos,salimos,salíamos,saldríamos,saldremos
,,,vosotros,salís,salisteis,salíais,saldríais,saldréis
,,,ellos/ellas/ustedes,salen,salieron,salían,saldrían,saldrán
saludar,to greet,sah - loo - dahr,yo,saludo,saludé,saludaba,saludaría,saludaré
,,,tú,saludas,saludaste,saludabas,saludarías,saludarás
,,,él/ella/usted,saluda,saludó,saludaba,saludaría,saludará
,,,nosotros,saludamos,saludamos,saludábamos,saludaríamos,saludaremos
,,,vosotros,saludáis,saludasteis,saludabais,saludaríais,saludaréis
,,,ellos/ellas/ustedes,saludan,saludaron,saludaban,saludarían,saludarán
secar,to dry,seh - kahr,yo,seco,sequé,secaba,secaría,secaré
,,,tú,secas,secaste,secabas,secarías,secarás
,,,él/ella/usted,seca,secó,secaba,secaría,secará
,,,nosotros,secamos,secamos,secábamos,secaríamos,secaremos
,,,vosotros,secáis,secasteis,secabais,secaríais,secaréis
,,,ellos/ellas/ustedes,secan,secaron,secaban,secarían,secarán
seguir,to follow,seh - geer,yo,sigo,seguí,seguía,seguiría,seguiré
,,,tú,sigues,seguiste,seguías,seguirías,seguirás
,,,él/ella/usted,sigue,siguió,seguía,seguiría,seguirá
,,,nosotros,seguimos,seguimos,seguíamos,seguiríamos,seguiremos
,,,vosotros,seguís,seguisteis,seguíais,seguiríais,seguiréis
,,,ellos/ellas/ustedes,siguen,siguieron,seguían,seguirían,seguirán
seleccionar,to select,seh - lehk - thyoh - nahr,yo,selecciono,seleccioné,seleccionaba,seleccionaría,seleccionaré
,,,tú,seleccionas,seleccionaste,seleccionabas,seleccionarías,seleccionarás
,,,él/ella/usted,selecciona,seleccionó,seleccionaba,seleccionaría,seleccionará
,,,nosotros,seleccionamos,seleccionamos,seleccionábamos,seleccionaríamos,seleccionaremos
,,,vosotros,seleccionáis,seleccionasteis,seleccionabais,seleccionaríais,seleccionaréis
,,,ellos/ellas/ustedes,seleccionan,seleccionaron,seleccionaban,seleccionarían,seleccionarán
sentarse,to sit (oneself),sehn - tahr - seh,yo,me siento,me senté,me sentaba,me sentaría,me sentaré
,,,tú,te sientas,te sentaste,te sentabas,te sentarías,te sentarás
,,,él/ella/usted,se sienta,se sentó,se sentaba,se sentaría,se sentará
,,,nosotros,nos sentamos,nos sentamos,nos sentábamos,nos sentaríamos,nos sentaremos
,,,vosotros,os sentáis,os sentasteis,os sentabais,os sentaríais,os sentaréis
,,,ellos/ellas/ustedes,se sientan,se sentaron,se sentaban,se sentarían,se sentarán
sentirse,to feel,sehn - teer - seh,yo,me siento,me sentí,me sentía,me sentiría,me sentiré
,,,tú,te sientes,te sentiste,te sentías,te sentirías,te sentirás
,,,él/ella/usted,se siente,se sintió,se sentía,se sentiría,se sentirá
,,,nosotros,nos sentimos,nos sentimos,nos sentíamos,nos sentiríamos,nos sentiremos
,,,vosotros,os sentís,os sentisteis,os sentíais,os sentiríais,os sentiréis
,,,ellos/ellas/ustedes,se sienten,se sintieron,se sentían,se sentirían,se sentirán
separar,to separate,seh - pah - rahr,yo,separo,separé,separaba,separaría,separaré
,,,tú,separas,separaste,separabas,separarías,separarás
,,,él/ella/usted,separa,separó,separaba,separaría,separará
,,,nosotros,separamos,separamos,separábamos,separaríamos,separaremos
,,,vosotros,separáis,separasteis,separabais,separaríais,separaréis
,,,ellos/ellas/ustedes,separan,separaron,separaban,separarían,separarán
ser,to be (permanent),sehr,yo,soy,fui,era,sería,seré
,,,tú,eres,fuiste,eras,serías,serás
,,,él/ella/usted,es,fue,era,sería,será
,,,nosotros,somos,fuimos,éramos,seríamos,seremos
,,,vosotros,sois,fuisteis,erais,seríais,seréis
,,,ellos/ellas/ustedes,son,fueron,eran,serían,serán
servir,to serve,sehr - beer,yo,sirvo,serví,servía,serviría,serviré
,,,tú,sirves,serviste,servías,servirías,servirás
,,,él/ella/usted,sirve,sirvió,servía,serviría,servirá
,,,nosotros,servimos,servimos,servíamos,serviríamos,serviremos
,,,vosotros,servís,servisteis,servíais,serviríais,serviréis
,,,ellos/ellas/ustedes,sirven,sirvieron,servían,servirían,servirán
solicitar,to request,soh - lee - thee - tahr,yo,solicito,solicité,solicitaba,solicitaría,solicitaré
,,,tú,solicitas,solicitaste,solicitabas,solicitarías,solicitarás
,,,él/ella/usted,solicita,solicitó,solicitaba,solicitaría,solicitará
,,,nosotros,solicitamos,solicitamos,solicitábamos,solicitaríamos,solicitaremos
,,,vosotros,solicitáis,solicitasteis,solicitabais,solicitaríais,solicitaréis
,,,ellos/ellas/ustedes,solicitan,solicitaron,solicitaban,solicitarían,solicitarán
sonreír,to smile,sohn - rreh - eer,yo,sonrío,sonreí,sonreía,sonreiría,sonreiré
,,,tú,sonríes,sonreíste,sonreías,sonreirías,sonreirás
,,,él/ella/usted,sonríe,sonrió,sonreía,sonreiría,sonreirá
,,,nosotros,sonreímos,sonreímos,sonreíamos,sonreiríamos,sonreiremos
,,,vosotros,sonreís,sonreísteis,sonreíais,sonreiríais,sonreiréis
,,,ellos/ellas/ustedes,sonríen,sonrieron,sonreían,sonreirían,sonreirán
subir,to go up,soo - beer,yo,subo,subí,subía,subiría,subiré
,,,tú,subes,subiste,subías,subirías,subirás
,,,él/ella/usted,sube,subió,subía,subiría,subirá
,,,nosotros,subimos,subimos,subíamos,subiríamos,subiremos
,,,vosotros,subís,subisteis,subíais,subiríais,subiréis
,,,ellos/ellas/ustedes,suben,subieron,subían,subirían,subirán
tener,to have,teh - nehr,yo,tengo,tuve,tenía,tendría,tendré
,,,tú,tienes,tuviste,tenías,tendrías,tendrás
,,,él/ella/usted,tiene,tuvo,tenía,tendría,tendrá
,,,nosotros,tenemos,tuvimos,teníamos,tendríamos,tendremos
,,,vosotros,tenéis,tuvisteis,teníais,tendríais,tendréis
,,,ellos/ellas/ustedes,tienen,tuvieron,tenían,tendrían,tendrán
terminar,to finish,tehr - mee - nahr,yo,termino,terminé,terminaba,terminaría,terminaré
,,,tú,terminas,terminaste,terminabas,terminarías,terminarás
,,,él/ella/usted,termina,terminó,terminaba,terminaría,terminará
,,,nosotros,terminamos,terminamos,terminábamos,terminaríamos,terminaremos
,,,vosotros,termináis,terminasteis,terminabais,terminaríais,terminaréis
,,,ellos/ellas/ustedes,terminan,terminaron,terminaban,terminarían,terminarán
tirar,to throw,tee - rahr,yo,tiro,tiré,tiraba,tiraría,tiraré
,,,tú,tiras,tiraste,tirabas,tirarías,tirarás
,,,él/ella/usted,tira,tiró,tiraba,tiraría,tirará
,,,nosotros,tiramos,tiramos,tirábamos,tiraríamos,tiraremos
,,,vosotros,tiráis,tirasteis,tirabais,tiraríais,tiraréis
,,,ellos/ellas/ustedes,tiran,tiraron,tiraban,tirarían,tirarán
tocar,to touch,toh - kahr,yo,toco,toqué,tocaba,tocaría,tocaré
,,,tú,tocas,tocaste,tocabas,tocarías,tocarás
,,,él/ella/usted,toca,tocó,tocaba,tocaría,tocará
,,,nosotros,tocamos,tocamos,tocábamos,tocaríamos,tocaremos
,,,vosotros,tocáis,tocasteis,tocabais,tocaríais,tocaréis
,,,ellos/ellas/ustedes,tocan,tocaron,tocaban,tocarían,tocarán
tomar,to drink or to take,toh - mahr,yo,tomo,tomé,tomaba,tomaría,tomaré
,,,tú,tomas,tomaste,tomabas,tomarías,tomarás
,,,él/ella/usted,toma,tomó,tomaba,tomaría,tomará
,,,nosotros,tomamos,tomamos,tomábamos,tomaríamos,tomaremos
,,,vosotros,tomáis,tomasteis,tomabais,tomaríais,tomaréis
,,,ellos/ellas/ustedes,toman,tomaron,tomaban,tomarían,tomarán
trabajar,to work,trah - bah - hahr,yo,trabajo,trabajé,trabajaba,trabajaría,trabajaré
,,,tú,trabajas,trabajaste,trabajabas,trabajarías,trabajarás
,,,él/ella/usted,trabaja,trabajó,trabajaba,trabajaría,trabajará
,,,nosotros,trabajamos,trabajamos,trabajábamos,trabajaríamos,trabajaremos
,,,vosotros,trabajáis,trabajasteis,trabajabais,trabajaríais,trabajaréis
,,,ellos/ellas/ustedes,trabajan,trabajaron,trabajaban,trabajarían,trabajarán
traducir,to translate,trrah - doo - theerr,yo,traduzco,traduje,traducía,traduciría,traduciré
,,,tú,traduces,tradujiste,traducías,traducirías,traducirás
,,,él/ella/usted,traduce,tradujo,traducía,traduciría,traducirá
,,,nosotros,traducimos,tradujimos,traducíamos,traduciríamos,traduciremos
,,,vosotros,traducís,tradujisteis,traducíais,traduciríais,traduciréis
,,,ellos/ellas/ustedes,traducen,tradujeron,traducían,traducirían,traducirán
traer,to bring,trah - ehr,yo,traigo,traje,traía,traería,traeré
,,,tú,traes,trajiste,traías,traerías,traerás
,,,él/ella/usted,trae,trajo,traía,traería,traerá
,,,nosotros,traemos,trajimos,traíamos,traeríamos,traeremos
,,,vosotros,traéis,trajisteis,traíais,traeríais,traeréis
,,,ellos/ellas/ustedes,traen,trajeron,traían,traerían,traerán
usar,to use,oo - sahr,yo,uso,usé,usaba,usaría,usaré
,,,tú,usas,usaste,usabas,usarías,usarás
,,,él/ella/usted,usa,usó,usaba,usaría,usará
,,,nosotros,usamos,usamos,usábamos,usaríamos,usaremos
,,,vosotros,usáis,usasteis,usabais,usaríais,usaréis
,,,ellos/ellas/ustedes,usan,usaron,usaban,usarían,usarán
utilizar,to utilize,oo - tee - lee - thahr,yo,utilizo,utilicé,utilizaba,utilizaría,utilizaré
,,,tú,utilizas,utilizaste,utilizabas,utilizarías,utilizarás
,,,él/ella/usted,utiliza,utilizó,utilizaba,utilizaría,utilizará
,,,nosotros,utilizamos,utilizamos,utilizábamos,utilizaríamos,utilizaremos
,,,vosotros,utilizáis,utilizasteis,utilizabais,utilizaríais,utilizaréis
,,,ellos/ellas/ustedes,utilizan,utilizaron,utilizaban,utilizarían,utilizarán
valer,to value,bah - lehr,yo,valgo,valí,valía,valdría,valdré
,,,tú,vales,valiste,valías,valdrías,valdrás
,,,él/ella/usted,vale,valió,valía,valdría,valdrá
,,,nosotros,valemos,valimos,valíamos,valdríamos,valdremos
,,,vosotros,valéis,valisteis,valíais,valdríais,valdréis
,,,ellos/ellas/ustedes,valen,valieron,valían,valdrían,valdrán
vender,to sell,behn - dehr,yo,vendo,vendí,vendía,vendería,venderé
,,,tú,vendes,vendiste,vendías,venderías,venderás
,,,él/ella/usted,vende,vendió,vendía,vendería,venderá
,,,nosotros,vendemos,vendimos,vendíamos,venderíamos,venderemos
,,,vosotros,vendéis,vendisteis,vendíais,venderíais,venderéis
,,,ellos/ellas/ustedes,venden,vendieron,vendían,venderían,venderán
venir,to come,beh - neer,yo,vengo,vine,venía,vendría,vendré
,,,tú,vienes,viniste,venías,vendrías,vendrás
,,,él/ella/usted,viene,vino,venía,vendría,vendrá
,,,nosotros,venimos,vinimos,veníamos,vendríamos,vendremos
,,,vosotros,venís,vinisteis,veníais,vendríais,vendréis
,,,ellos/ellas/ustedes,vienen,vinieron,venían,vendrían,vendrán
ver,to see,behr,yo,veo,vi,veía,vería,veré
,,,tú,ves,viste,veías,verías,verás
,,,él/ella/usted,ve,vio,veía,vería,verá
,,,nosotros,vemos,vimos,veíamos,veríamos,veremos
,,,vosotros,veis,visteis,veíais,veríais,veréis
,,,ellos/ellas/ustedes,ven,vieron,veían,verían,verán
vestirse,to get dressed,behs - teer - seh,yo,me visto,me vestí,me vestía,me vestiría,me vestiré
,,,tú,te vistes,te vestiste,te vestías,te vestirías,te vestirás
,,,él/ella/usted,se viste,se vistió,se vestía,se vestiría,se vestirá
,,,nosotros,nos vestimos,nos vestimos,nos vestíamos,nos vestiríamos,nos vestiremos
,,,vosotros,os vestís,os vestisteis,os vestíais,os vestiríais,os vestiréis
,,,ellos/ellas/ustedes,se visten,se vistieron,se vestían,se vestirían,se vestirán
viajar,to travel,byah - hahrr,yo,viajo,viajé,viajaba,viajaría,viajaré
,,,tú,viajas,viajaste,viajabas,viajarías,viajarás
,,,él/ella/usted,viaja,viajó,viajaba,viajaría,viajará
,,,nosotros,viajamos,viajamos,viajábamos,viajaríamos,viajaremos
,,,vosotros,viajáis,viajasteis,viajabais,viajaríais,viajaréis
,,,ellos/ellas/ustedes,viajan,viajaron,viajaban,viajarían,viajarán
visitar,to visit,bee - see - tahr,yo,visito,visité,visitaba,visitaría,visitaré
,,,tú,visitas,visitaste,visitabas,visitarías,visitarás
,,,él/ella/usted,visita,visitó,visitaba,visitaría,visitará
,,,nosotros,visitamos,visitamos,visitábamos,visitaríamos,visitaremos
,,,vosotros,visitáis,visitasteis,visitabais,visitaríais,visitaréis
,,,ellos/ellas/ustedes,visitan,visitaron,visitaban,visitarían,visitarán
vivir,to live,bee - beer,yo,vivo,viví,vivía,viviría,viviré
,,,tú,vives,viviste,vivías,vivirías,vivirás
,,,él/ella/usted,vive,vivió,vivía,viviría,vivirá
,,,nosotros,vivimos,vivimos,vivíamos,viviríamos,viviremos
,,,vosotros,vivís,vivisteis,vivíais,viviríais,viviréis
,,,ellos/ellas/ustedes,viven,vivieron,vivían,vivirían,vivirán
volar,to fly,boh - lahr,yo,vuelo,volé,volaba,volaría,volaré
,,,tú,vuelas,volaste,volabas,volarías,volarás
,,,él/ella/usted,vuela,voló,volaba,volaría,volará
,,,nosotros,volamos,volamos,volábamos,volaríamos,volaremos
,,,vosotros,voláis,volasteis,volabais,volaríais,volaréis
,,,ellos/ellas/ustedes,vuelan,volaron,volaban,volarían,volarán
volver,to return,bohl - behr,yo,vuelvo,volví,volvía,volvería,volveré
,,,tú,vuelves,volviste,volvías,volverías,volverás
,,,él/ella/usted,vuelve,volvió,volvía,volvería,volverá
,,,nosotros,volvemos,volvimos,volvíamos,volveríamos,volveremos
,,,vosotros,volvéis,volvisteis,volvíais,volveríais,volveréis
,,,ellos/ellas/ustedes,vuelven,volvieron,volvían,volverían,volverán
afeitarse,to shave,ah - fey - tahr - seh,yo,me afeito,me afeité,me afeitaba,me afeitaría,me afeitaré
,,,tú,te afeitas,te afeitaste,te afeitabas,te afeitarías,te afeitarás
,,,él/ella/usted,se afeita,se afeitó,se afeitaba,se afeitaría,se afeitará
,,,nosotros,nos afeitamos,nos afeitamos,nos afeitábamos,nos afeitaríamos,nos afeitaremos
,,,vosotros,os afeitáis,os afeitasteis,os afeitabais,os afeitaríais,os afeitaréis
,,,ellos/ellas/ustedes,se afeitan,se afeitaron,se afeitaban,se afeitarían,se afeitarán
peinarse,to comb one's hair,pey - nahr - seh,yo,me peino,me peiné,me peinaba,me peinaría,me peinaré
,,,tú,te peinas,te peinaste,te peinabas,te peinarías,te peinarás
,,,él/ella/usted,se peina,se peinó,se peinaba,se peinaría,se peinará
,,,nosotros,nos peinamos,nos peinamos,nos peinábamos,nos peinaríamos,nos peinaremos
,,,vosotros,os peináis,os peinasteis,os peinabais,os peinaríais,os peinaréis
,,,ellos/ellas/ustedes,se peinan,se peinaron,se peinaban,se peinarían,se peinarán
aprobar,to approve,ah - proh - bahr,yo,apruebo,aprobé,aprobaba,aprobaría,aprobaré
,,,tú,apruebas,aprobaste,aprobabas,aprobarías,aprobarás
,,,él/ella/usted,aprueba,aprobó,aprobaba,aprobaría,aprobará
,,,nosotros,aprobamos,aprobamos,aprobábamos,aprobaríamos,aprobaremos
,,,vosotros,aprobáis,aprobasteis,aprobabais,aprobaríais,aprobaréis
,,,ellos/ellas/ustedes,aprueban,aprobaron,aprobaban,aprobarían,aprobarán
bañar,to bathe,bah - nyahr,yo,baño,bañé,bañaba,bañaría,bañaré
,,,tú,bañas,bañaste,bañabas,bañarías,bañarás
,,,él/ella/usted,baña,bañó,bañaba,bañaría,bañará
,,,nosotros,bañamos,bañamos,bañábamos,bañaríamos,bañaremos
,,,vosotros,bañáis,bañasteis,bañabais,bañaríais,bañaréis
,,,ellos/ellas/ustedes,bañan,bañaron,bañaban,bañarían,bañarán
perdonar,to forgive,pehr - doh - nahr,yo,perdono,perdoné,perdonaba,perdonaría,perdonaré
,,,tú,perdonas,perdonaste,perdonabas,perdonarías,perdonarás
,,,él/ella/usted,perdona,perdonó,perdonaba,perdonaría,perdonará
,,,nosotros,perdonamos,perdonamos,perdonábamos,perdonaríamos,perdonaremos
,,,vosotros,perdonáis,perdonasteis,perdonabais,perdonaríais,perdonaréis
,,,ellos/ellas/ustedes,perdonan,perdonaron,perdonaban,perdonarían,perdonarán
abrazar,to hug,ah - brah - thahr,yo,abrazo,abracé,abrazaba,abrazaría,abrazaré
,,,tú,abrazas,abrazaste,abrazabas,abrazarías,abrazarás
,,,él/ella/usted,abraza,abrazó,abrazaba,abrazaría,abrazará
,,,nosotros,abrazamos,abrazamos,abrazábamos,abrazaríamos,abrazaremos
,,,vosotros,abrazáis,abrazasteis,abrazabais,abrazaríais,abrazaréis
,,,ellos/ellas/ustedes,abrazan,abrazaron,abrazaban,abrazarían,abrazarán
acostumbrar,to be accustomed to,ah - kohs - toom - brahr,yo,acostumbro,acostumbré,acostumbraba,acostumbraría,acostumbraré
,,,tú,acostumbras,acostumbraste,acostumbrabas,acostumbrarías,acostumbrarás
,,,él/ella/usted,acostumbra,acostumbró,acostumbraba,acostumbraría,acostumbrará
,,,nosotros,acostumbramos,acostumbramos,acostumbrábamos,acostumbraríamos,acostumbraremos
,,,vosotros,acostumbráis,acostumbrasteis,acostumbrabais,acostumbraríais,acostumbraréis
,,,ellos/ellas/ustedes,acostumbran,acostumbraron,acostumbraban,acostumbrarían,acostumbrarán
tratar,to treat,trah - tahr,yo,trato,traté,trataba,trataría,trataré
,,,tú,tratas,trataste,tratabas,tratarías,tratarás
,,,él/ella/usted,trata,trató,trataba,trataría,tratará
,,,nosotros,tratamos,tratamos,tratábamos,trataríamos,trataremos
,,,vosotros,tratáis,tratasteis,tratabais,trataríais,trataréis
,,,ellos/ellas/ustedes,tratan,trataron,trataban,tratarían,tratarán
aburrirse,to be bored,ah - boo - rreer - seh,yo,me aburro,me aburrí,me aburría,me aburriría,me aburriré
,,,tú,te aburres,te aburriste,te aburrías,te aburrirías,te aburrirás
,,,él/ella/usted,se aburre,se aburrió,se aburría,se aburriría,se aburrirá
,,,nosotros,nos aburrimos,nos aburrimos,nos aburríamos,nos aburriríamos,nos aburriremos
,,,vosotros,os aburrís,os aburristeis,os aburríais,os aburriríais,os aburriréis
,,,ellos/ellas/ustedes,se aburren,se aburrieron,se aburrían,se aburrirían,se aburrirán
caer,to fall,kah - ehr,yo,caigo,caí,caía,caería,caeré
,,,tú,caes,caíste,caías,caerías,caerás
,,,él/ella/usted,cae,cayó,caía,caería,caerá
,,,nosotros,caemos,caímos,caíamos,caeríamos,caeremos
,,,vosotros,caéis,caísteis,caíais,caeríais,caeréis
,,,ellos/ellas/ustedes,caen,cayeron,caían,caerían,caerán
crecer,to grow,kreh - thehr,yo,crezco,crecí,crecía,crecería,creceré
,,,tú,creces,creciste,crecías,crecerías,crecerás
,,,él/ella/usted,crece,creció,crecía,crecería,crecerá
,,,nosotros,crecemos,crecimos,crecíamos,creceríamos,creceremos
,,,vosotros,crecéis,crecisteis,crecíais,creceríais,creceréis
,,,ellos/ellas/ustedes,crecen,crecieron,crecían,crecerían,crecerán
destruir,to destroy,dehs - trweer,yo,destruyo,destruí,destruía,destruiría,destruiré
,,,tú,destruyes,destruiste,destruías,destruirías,destruirás
,,,él/ella/usted,destruye,destruyó,destruía,destruiría,destruirá
,,,nosotros,destruimos,destruimos,destruíamos,destruiríamos,destruiremos
,,,vosotros,destruís,destruisteis,destruíais,destruiríais,destruiréis
,,,ellos/ellas/ustedes,destruyen,destruyeron,destruían,destruirían,destruirán
devolver,to give back,deh - bohl - behr,yo,devuelvo,devolví,devolvía,devolvería,devolveré
,,,tú,devuelves,devolviste,devolvías,devolverías,devolverás
,,,él/ella/usted,devuelve,devolvió,devolvía,devolvería,devolverá
,,,nosotros,devolvemos,devolvimos,devolvíamos,devolveríamos,devolveremos
,,,vosotros,devolvéis,devolvisteis,devolvíais,devolveríais,devolveréis
,,,ellos/ellas/ustedes,devuelven,devolvieron,devolvían,devolverían,devolverán
echar,to throw,eh - chahr,yo,echo,eché,echaba,echaría,echaré
,,,tú,echas,echaste,echabas,echarías,echarás
,,,él/ella/usted,echa,echó,echaba,echaría,echará
,,,nosotros,echamos,echamos,echábamos,echaríamos,echaremos
,,,vosotros,echáis,echasteis,echabais,echaríais,echaréis
,,,ellos/ellas/ustedes,echan,echaron,echaban,echarían,echarán
enfadarse,to get angry,ehn - fah - dahr - seh,yo,me enfado,me enfadé,me enfadaba,me enfadaría,me enfadaré
,,,tú,te enfadas,te enfadaste,te enfadabas,te enfadarías,te enfadarás
,,,él/ella/usted,se enfada,se enfadó,se enfadaba,se enfadaría,se enfadará
,,,nosotros,nos enfadamos,nos enfadamos,nos enfadábamos,nos enfadaríamos,nos enfadaremos
,,,vosotros,os enfadáis,os enfadasteis,os enfadabais,os enfadaríais,os enfadaréis
,,,ellos/ellas/ustedes,se enfadan,se enfadaron,se enfadaban,se enfadarían,se enfadarán
medir,to measure,meh - deer,yo,mido,medí,medía,mediría,mediré
,,,tú,mides,mediste,medías,medirías,medirás
,,,él/ella/usted,mide,midió,medía,mediría,medirá
,,,nosotros,medimos,medimos,medíamos,mediríamos,mediremos
,,,vosotros,medís,medisteis,medíais,mediríais,mediréis
,,,ellos/ellas/ustedes,miden,midieron,medían,medirían,medirán
nadar,to swim,nah - dahr,yo,nado,nadé,nadaba,nadaría,nadaré
,,,tú,nadas,nadaste,nadabas,nadarías,nadarás
,,,él/ella/usted,nada,nadó,nadaba,nadaría,nadará
,,,nosotros,nadamos,nadamos,nadábamos,nadaríamos,nadaremos
,,,vosotros,nadáis,nadasteis,nadabais,nadaríais,nadaréis
,,,ellos/ellas/ustedes,nadan,nadaron,nadaban,nadarían,nadarán
remar,to row,rreh - mahr,yo,remo,remé,remaba,remaría,remaré
,,,tú,remas,remaste,remabas,remarías,remarás
,,,él/ella/usted,rema,remó,remaba,remaría,remará
,,,nosotros,remamos,remamos,remábamos,remaríamos,remaremos
,,,vosotros,remáis,remasteis,remabais,remaríais,remaréis
,,,ellos/ellas/ustedes,reman,remaron,remaban,remarían,remarán
rezar,to pray,rreh - thahr,yo,rezo,recé,rezaba,rezaría,rezaré
,,,tú,rezas,rezaste,rezabas,rezarías,rezarás
